0 1820 1.000000
0 3052 1.000000
0 34 1.000000
0 1513 3.000000
0 704 3.000000
0 1438 3.000000
0 309 1.000000
0 330 3.000000
0 755 3.000000
0 1046 3.000000
0 185 3.000000
0 1379 3.000000
0 2358 3.000000
0 1591 3.000000
0 1422 1.000000
0 802 1.000000
0 1903 3.000000
0 1452 3.000000
0 3183 1.000000
0 594 3.000000
0 1181 3.000000
0 2408 3.000000
0 3763 3.000000
0 1652 3.000000
0 1286 3.000000
0 2825 3.000000
0 1845 3.000000
0 2436 1.000000
0 1000 3.000000
0 2335 3.000000
0 2261 3.000000
0 4331 3.000000
0 582 1.000000
0 2982 3.000000
0 4008 1.000000
0 782 3.000000
0 1968 3.000000
0 1671 1.000000
0 6229 3.000000
0 1547 1.000000
0 140 3.000000
0 891 3.000000
0 2913 3.000000
0 5173 3.000000
0 1350 1.000000
0 3954 1.000000
0 2720 3.000000
0 1407 3.000000
0 2308 3.000000
0 1835 3.000000
0 1620 1.000000
0 1950 3.000000
0 4166 1.000000
0 1112 3.000000
0 3090 3.000000
0 1460 1.000000
0 2626 1.000000
0 1559 3.000000
0 2873 3.000000
0 2536 3.000000
0 2254 3.000000
0 1488 1.000000
0 2022 3.000000
0 2196 3.000000
0 315 1.000000
0 1651 1.000000
0 5573 3.000000
0 366 3.000000
0 540 3.000000
0 2119 3.000000
0 1756 3.000000
0 2886 3.000000
0 604 1.000000
0 4296 3.000000
0 3006 3.000000
0 2940 3.000000
0 4 1.000000
0 1744 3.000000
0 239 3.000000
0 2840 3.000000
0 3713 1.000000
0 944 3.000000
0 735 1.000000
0 2117 3.000000
0 1550 1.000000
0 801 1.000000
0 942 3.000000
0 3937 3.000000
0 3818 3.000000
0 1261 1.000000
0 822 3.000000
0 248 1.000000
0 2728 1.000000
0 4100 3.000000
0 6185 1.000000
0 2412 3.000000
0 2193 1.000000
0 712 3.000000
0 664 3.000000
0 2459 1.000000
0 522 1.000000
0 4053 3.000000
0 4736 3.000000
0 1121 1.000000
0 4964 3.000000
0 1789 1.000000
0 3427 3.000000
0 2360 3.000000
0 2361 1.000000
0 3061 3.000000
0 536 3.000000
0 4508 3.000000
0 78 1.000000
0 1289 1.000000
0 1633 3.000000
0 3402 3.000000
0 3087 1.000000
0 3502 3.000000
0 4379 3.000000
0 669 3.000000
0 652 3.000000
0 1362 3.000000
0 1335 3.000000
0 102 3.000000
0 641 3.000000
0 5672 3.000000
0 3218 3.000000
0 3524 3.000000
0 346 3.000000
0 2894 3.000000
0 2280 3.000000
0 5862 1.000000
0 1734 1.000000
0 2016 1.000000
0 2876 3.000000
0 533 3.000000
0 3996 3.000000
0 1001 3.000000
0 1584 1.000000
0 2320 3.000000
0 1891 1.000000
0 1324 1.000000
0 945 3.000000
0 2353 3.000000
0 1834 3.000000
0 1561 1.000000
0 169 3.000000
0 2493 3.000000
0 1541 3.000000
0 2850 3.000000
0 137 1.000000
0 808 1.000000
0 1682 1.000000
0 1295 1.000000
0 958 3.000000
0 1301 1.000000
0 2039 3.000000
0 1892 3.000000
0 126 1.000000
0 1227 3.000000
0 748 3.000000
0 311 3.000000
0 564 1.000000
0 60 1.000000
0 1013 3.000000
0 3595 3.000000
0 1999 1.000000
0 2447 1.000000
0 2323 1.000000
0 5490 1.000000
0 1053 1.000000
0 2008 1.000000
0 817 3.000000
0 2961 3.000000
0 2902 3.000000
0 7001 1.000000
0 175 3.000000
0 638 1.000000
0 1178 3.000000
0 1035 3.000000
0 3168 3.000000
0 2076 1.000000
0 1959 3.000000
0 2276 1.000000
0 2827 1.000000
0 2279 3.000000
0 3471 3.000000
0 1195 1.000000
0 27 1.000000
0 1994 3.000000
0 2426 1.000000
0 342 3.000000
0 777 3.000000
0 11 1.000000
0 3324 1.000000
0 920 3.000000
0 403 1.000000
0 708 3.000000
0 2834 3.000000
0 1412 1.000000
0 1844 3.000000
0 3710 1.000000
0 751 3.000000
0 1287 3.000000
0 1194 3.000000
0 1839 3.000000
0 2845 1.000000
0 6100 3.000000
0 5315 3.000000
0 2189 3.000000
0 399 1.000000
0 4462 1.000000
0 2590 1.000000
0 1070 3.000000
0 95 1.000000
0 5262 1.000000
0 3467 1.000000
0 91 1.000000
0 221 1.000000
0 558 3.000000
0 792 1.000000
0 2718 1.000000
0 161 1.000000
0 1132 1.000000
0 3191 3.000000
0 3932 1.000000
0 502 3.000000
0 4243 3.000000
0 2019 1.000000
0 2292 1.000000
0 392 3.000000
0 2080 1.000000
0 1468 3.000000
0 265 1.000000
0 1768 1.000000
0 3800 1.000000
0 2301 3.000000
0 550 3.000000
0 870 3.000000
0 1894 1.000000
0 3148 3.000000
0 3284 1.000000
0 2688 1.000000
0 138 1.000000
0 2369 1.000000
0 3914 1.000000
0 1599 3.000000
0 1881 1.000000
0 7297 1.000000
0 3700 3.000000
0 448 1.000000
0 84 1.000000
0 2844 1.000000
0 2743 1.000000
0 5746 1.000000
0 4273 1.000000
0 2214 1.000000
0 732 1.000000
0 534 3.000000
0 453 3.000000
0 1455 1.000000
0 778 1.000000
0 1654 1.000000
0 5471 1.000000
0 252 1.000000
0 1225 3.000000
0 1100 1.000000
0 569 1.000000
0 2574 1.000000
0 1843 1.000000
0 2687 1.000000
0 667 1.000000
0 362 1.000000
0 6955 1.000000
0 1500 1.000000
0 3121 1.000000
0 1914 1.000000
0 3660 1.000000
0 834 1.000000
0 1805 1.000000
0 1445 1.000000
0 6405 1.000000
0 2541 1.000000
0 2522 1.000000
0 479 1.000000
0 389 1.000000
0 3182 1.000000
0 4121 1.000000
0 5822 1.000000
0 152 1.000000
0 1003 1.000000
0 1338 1.000000
0 3455 1.000000
0 707 1.000000
0 961 1.000000
0 2294 1.000000
0 5596 1.000000
0 1072 1.000000
0 2663 1.000000
0 7580 1.000000
1 5983 3.000000
1 3342 3.000000
1 2964 3.000000
1 639 3.000000
1 3349 3.000000
1 7504 3.000000
1 1389 3.000000
1 1281 3.000000
1 3055 3.000000
1 1357 3.000000
1 2558 3.000000
1 1499 3.000000
1 1026 1.000000
1 3199 3.000000
1 771 1.000000
1 1816 1.000000
1 6367 1.000000
1 2205 3.000000
1 113 1.000000
1 172 3.000000
1 1921 3.000000
1 991 3.000000
1 1490 3.000000
1 4056 3.000000
1 2172 3.000000
1 1571 1.000000
1 970 3.000000
1 2589 3.000000
1 738 3.000000
1 2293 1.000000
1 1243 3.000000
1 3382 3.000000
1 7605 3.000000
1 5045 3.000000
1 5630 1.000000
1 1448 3.000000
1 593 3.000000
1 6015 1.000000
1 205 3.000000
1 543 3.000000
1 1190 1.000000
1 1180 3.000000
1 1907 3.000000
1 1879 3.000000
1 2209 3.000000
1 938 3.000000
1 2274 3.000000
1 3319 3.000000
1 2446 3.000000
1 307 3.000000
1 3391 3.000000
1 454 3.000000
1 1521 1.000000
1 2160 3.000000
1 2180 3.000000
1 2763 3.000000
1 3586 1.000000
1 3114 3.000000
1 1568 3.000000
1 3420 3.000000
1 222 3.000000
1 6064 3.000000
1 1864 3.000000
1 229 3.000000
1 3484 3.000000
1 3735 1.000000
1 1277 1.000000
1 1574 3.000000
1 1785 3.000000
1 898 3.000000
1 4431 3.000000
1 663 3.000000
1 1457 1.000000
1 367 3.000000
1 1229 1.000000
1 4644 3.000000
1 7016 1.000000
1 3190 3.000000
1 3788 3.000000
1 951 3.000000
1 1794 3.000000
1 804 1.000000
1 3855 3.000000
1 1642 3.000000
1 2887 3.000000
1 832 1.000000
1 4986 1.000000
1 471 3.000000
1 1980 3.000000
1 4076 1.000000
1 3358 3.000000
1 2144 3.000000
1 713 1.000000
1 1736 3.000000
1 865 3.000000
1 3242 1.000000
1 409 3.000000
1 291 3.000000
1 2828 3.000000
1 2528 1.000000
1 236 3.000000
1 2064 3.000000
1 3702 3.000000
1 2554 3.000000
1 99 3.000000
1 827 3.000000
1 887 3.000000
1 1726 1.000000
1 3870 1.000000
1 2211 3.000000
1 2853 3.000000
1 3326 3.000000
1 2713 1.000000
1 2043 1.000000
1 3405 3.000000
1 6977 1.000000
1 2895 1.000000
1 1242 3.000000
1 2332 1.000000
1 725 1.000000
1 485 1.000000
1 2549 3.000000
1 1130 1.000000
1 2296 1.000000
1 2966 1.000000
1 1971 3.000000
1 6376 1.000000
1 3771 3.000000
1 3686 1.000000
1 539 3.000000
1 523 1.000000
1 3004 3.000000
1 2666 3.000000
1 1935 1.000000
1 3482 3.000000
1 3404 1.000000
1 910 3.000000
1 327 1.000000
1 1887 3.000000
1 2880 1.000000
1 2413 1.000000
1 2382 1.000000
1 998 3.000000
1 1747 3.000000
1 1029 3.000000
1 6505 3.000000
1 3638 3.000000
1 2397 1.000000
1 5662 1.000000
1 972 1.000000
1 3853 3.000000
1 1696 1.000000
1 429 1.000000
1 6905 3.000000
1 7 3.000000
1 3299 3.000000
1 3464 3.000000
1 1582 1.000000
1 4802 1.000000
1 1889 1.000000
1 253 1.000000
1 8005 1.000000
1 2744 3.000000
1 926 1.000000
1 532 1.000000
1 3912 3.000000
1 2595 1.000000
1 895 1.000000
1 574 1.000000
1 1417 1.000000
1 1920 1.000000
1 6797 1.000000
1 7512 3.000000
1 2040 1.000000
1 5083 1.000000
1 3164 1.000000
1 1872 3.000000
1 7755 1.000000
1 1933 1.000000
1 1378 1.000000
1 934 1.000000
1 2405 1.000000
1 1680 1.000000
1 106 1.000000
